Date,Modal Price (Rs./Quintal),Rel Humidity at 2 Meters (%) ,Precipitation Corrected (mm/day) ,Surface Soil Wetness,Root Zone Soil Wetness,Temperature at 2 Meters,T2M_MAX,T2M_MIN
12-05-2012,3320,29.12,0,0.28,0.48,33.77,40.77,26.23
13-05-2012,3320,31,0.04,0.26,0.48,33.33,39.41,26.01
14-05-2012,3470,28.75,0,0.23,0.48,33.11,39.76,26.48
15-05-2012,3280,26.06,0,0.22,0.48,33.84,40.9,26.48
16-05-2012,3270,21.56,0,0.2,0.47,35.1,42.44,27.13
17-05-2012,3270,21.38,0,0.2,0.47,34.55,42,26.9
18-05-2012,3300,26.56,0.16,0.19,0.47,35.26,42.56,27.62
19-05-2012,3300,26.88,1.68,0.24,0.48,35.05,42.01,27.29
20-05-2012,3300,19.88,0.2,0.23,0.48,35.48,42.8,26.99
21-05-2012,3270,20.25,0,0.21,0.48,35.78,43.23,27.8
22-05-2012,3370,21.94,0,0.2,0.47,35.65,42.94,27.8
23-05-2012,3370,21.56,0.02,0.18,0.47,35.94,42.86,28.27
24-05-2012,3270,19.25,0,0.17,0.47,35.92,43.65,27.47
25-05-2012,3470,22.62,0,0.16,0.47,36.26,43.69,29.14
26-05-2012,3285,20.56,0,0.16,0.47,35.62,42.87,28.58
27-05-2012,3285,23.75,0,0.16,0.47,35.71,42.51,28.15
28-05-2012,3300,20.56,0,0.15,0.47,36.58,43.44,28.35
29-05-2012,3300,18.38,0,0.15,0.47,36.86,44.19,29.28
30-05-2012,3500,18.19,0,0.14,0.47,37.07,44.6,29.12
31-05-2012,3500,20.69,0,0.13,0.47,37.49,45.24,28.9
01-06-2012,3350,27.12,0,0.13,0.47,36.99,45.05,28.45
02-06-2012,3340,30.69,0,0.13,0.47,35.87,42.94,28.62
03-06-2012,3340,28.56,0,0.13,0.47,35.23,41.09,29.14
04-06-2012,3375,32,1.82,0.13,0.47,34.51,41.28,27.79
05-06-2012,3300,31.88,2.96,0.28,0.48,35.63,42.58,29.41
06-06-2012,3325,29.38,1.43,0.29,0.48,34.87,41.02,28.64
07-06-2012,3370,44.44,9.69,0.43,0.48,30.97,35.05,27.59
08-06-2012,3385,45.31,0.01,0.47,0.49,32.8,39.05,26.8
09-06-2012,3375,37.62,0.18,0.4,0.48,34.48,41.01,27.33
10-06-2012,3375,38.06,0,0.35,0.48,34.46,40.4,28.15
11-06-2012,3445,43.75,1.33,0.34,0.48,34.02,39.91,27.48
12-06-2012,3370,37.44,0.27,0.32,0.48,35.01,40.01,29.35
13-06-2012,3375,36,0.01,0.29,0.48,35.53,40.99,29.35
14-06-2012,3375,35.94,0.11,0.27,0.48,35.87,42.44,30.37
15-06-2012,3370,42,4.12,0.31,0.48,34.64,41.01,29.05
16-06-2012,3390,48.81,0.9,0.38,0.48,33.46,38.67,29.4
17-06-2012,3390,52.12,0.14,0.36,0.48,32.37,37.06,28.31
18-06-2012,3370,46.5,2.41,0.37,0.48,33.69,39.32,28.11
19-06-2012,3380,41.31,0.03,0.35,0.48,34.08,40.09,28.14
20-06-2012,3500,42.5,0,0.31,0.48,34.06,39.76,28.54
21-06-2012,3590,39,0,0.28,0.48,35.3,42.09,28.36
22-06-2012,3600,38.31,0,0.26,0.48,35.48,41.96,28.93
23-06-2012,3600,39.88,0,0.24,0.48,35.15,41.4,29.04
24-06-2012,3600,42.12,0,0.23,0.48,34.93,41.54,27.91
25-06-2012,3800,41.12,0,0.22,0.48,35.09,41.13,28.85
26-06-2012,3750,40.06,0,0.21,0.48,34.36,40.39,28.05
27-06-2012,3760,39.25,0,0.2,0.47,34.53,40.49,28.22
28-06-2012,3820,35.31,0.04,0.2,0.47,35.77,42.18,28.74
29-06-2012,3900,31.19,0.04,0.19,0.47,37.06,42.94,31.08
30-06-2012,3900,33.69,0,0.18,0.47,37.06,43.23,30.02
01-07-2012,3900,37.31,4.12,0.23,0.48,36.24,43.57,29.98
02-07-2012,3850,48,8.52,0.38,0.48,34.83,42.16,28.65
03-07-2012,3930,46.38,2.04,0.4,0.49,35.88,43.36,29
04-07-2012,3890,57.81,16.05,0.52,0.5,32.8,38.73,27.9
05-07-2012,3950,73.62,19.93,0.64,0.53,29.47,33.09,26.59
06-07-2012,3950,76.25,30.34,0.69,0.57,28.48,32.8,25.51
07-07-2012,4000,76.81,6.11,0.62,0.59,27.76,31.26,25.54
08-07-2012,4000,73.19,3.97,0.59,0.58,28.24,33.68,25.08
09-07-2012,4000,80.12,15.78,0.66,0.59,28.19,32.28,25.47
10-07-2012,4050,87.38,48.81,0.8,0.64,27.89,30.3,25.88
11-07-2012,4200,81.5,4.01,0.7,0.67,28.48,32.48,25.52
12-07-2012,4230,78.62,0.52,0.66,0.65,28.62,32.56,25.26
13-07-2012,4150,79.69,0.54,0.65,0.64,28.32,31.77,25.48
14-07-2012,4250,73.25,0.56,0.63,0.63,29.1,33.87,24.76
15-07-2012,4250,72.44,0.13,0.61,0.62,29.22,34.13,25.12
16-07-2012,4200,70.69,0.25,0.6,0.62,29.27,34.37,24.61
17-07-2012,4250,67.44,0.02,0.59,0.61,29.97,35.54,24.83
18-07-2012,4500,67.19,0,0.57,0.6,30.85,36.52,25.26
19-07-2012,4500,67.94,0,0.56,0.59,30.15,36.08,25.37
20-07-2012,4650,65.88,0,0.55,0.59,30.55,36.05,25.3
21-07-2012,4800,69.12,13.34,0.63,0.59,30.37,33.69,26.07
22-07-2012,4800,66.12,2.84,0.6,0.6,30.95,35.33,26.4
23-07-2012,4700,65.38,0.88,0.57,0.59,30.78,36.29,26.3
24-07-2012,4900,75,0.36,0.57,0.59,28.04,31.37,25.37
25-07-2012,4820,69.69,0.21,0.56,0.59,28.88,33.77,24.76
26-07-2012,4820,70,1.49,0.56,0.59,29.24,33.57,25.02
27-07-2012,4770,71.75,5.19,0.59,0.59,28.64,31.76,25.87
28-07-2012,4675,73.62,11.29,0.64,0.59,28.76,33.36,24.78
29-07-2012,4675,75.69,5.95,0.64,0.6,27.72,32.3,24.57
30-07-2012,4650,76.19,2.96,0.61,0.6,26.54,29.49,24.08
31-07-2012,4470,74.69,5.93,0.62,0.6,28.16,33.21,23.46
01-08-2012,4350,71.81,1.27,0.59,0.6,28.66,33.76,24.33
02-08-2012,4350,68.69,0.02,0.57,0.59,28.9,34.33,25.07
03-08-2012,4250,67.06,0,0.56,0.59,28.71,34.21,24.19
04-08-2012,4370,66.06,0,0.55,0.58,29.36,35.16,24.55
05-08-2012,4370,66.19,2.23,0.55,0.58,29.95,35.06,24.51
06-08-2012,4350,70.19,5.86,0.59,0.58,29.47,34.47,25.26
07-08-2012,4470,78.62,10.02,0.63,0.59,26.86,28.97,24.51
08-08-2012,4470,85.19,10.89,0.66,0.6,26.29,29.55,23.75
09-08-2012,4450,85.5,34.75,0.77,0.63,26.58,29.69,24.1
10-08-2012,4395,88.19,33.58,0.81,0.68,25.94,28.9,23.87
11-08-2012,4395,89.5,56.62,0.88,0.73,25.79,29.15,23.65
12-08-2012,4395,90.88,28.43,0.85,0.77,26.42,28.83,24.28
13-08-2012,4400,88.5,8.78,0.81,0.77,26.37,28.85,24.66
14-08-2012,4250,88.44,8.33,0.8,0.77,26.16,29.25,23.74
15-08-2012,4250,89.06,20.67,0.84,0.77,25.82,28.37,23.72
16-08-2012,4430,86.5,6.38,0.81,0.79,26.08,29.59,23.05
17-08-2012,4400,84.12,1.15,0.79,0.77,26.59,30.62,23.62
18-08-2012,4400,83.19,0.11,0.77,0.77,26.98,30.99,23.23
19-08-2012,4400,82.88,0.06,0.77,0.76,27.59,31.57,24.05
20-08-2012,4420,85.31,4.61,0.78,0.75,27.82,31.3,24.88
21-08-2012,4400,88.19,13.64,0.81,0.76,26.75,29.73,24.76
22-08-2012,4420,92.06,14.27,0.84,0.78,24.7,26.11,23.71
23-08-2012,4175,87.88,1.09,0.8,0.78,25.72,29.49,23.3
24-08-2012,4350,85.38,3.69,0.8,0.77,26.2,30.2,22.97
25-08-2012,4450,84.38,4.37,0.79,0.77,26.63,30.41,23.16
26-08-2012,4450,85.62,26.89,0.85,0.78,26.5,29.59,23.33
27-08-2012,4350,87.38,19.27,0.87,0.81,26.34,29.2,24.43
28-08-2012,4435,84.12,6.8,0.84,0.81,26.94,30.78,23.23
29-08-2012,4400,87.12,3.87,0.83,0.81,27.08,30.64,24.26
30-08-2012,4430,88.75,0.85,0.82,0.8,27.08,30.45,24.42
31-08-2012,4430,86.81,1.59,0.81,0.8,27.27,30.62,24.52
01-09-2012,4430,85.62,2.12,0.81,0.8,27.33,30.27,24.19
02-09-2012,4430,86.19,5.06,0.82,0.8,27.5,31.13,24.38
03-09-2012,4450,92.62,7.66,0.84,0.8,26,27.8,24.14
04-09-2012,4400,89.25,14.42,0.85,0.81,26.03,29,23.7
05-09-2012,4455,88.94,7.2,0.84,0.82,26.48,29.83,24.05
06-09-2012,4350,88.31,26.98,0.88,0.83,26.81,31.01,23.77
07-09-2012,4470,90.56,30.98,0.9,0.86,25.93,28.55,24.33
08-09-2012,4470,87.12,2.7,0.86,0.86,26.24,29.9,23.72
09-09-2012,4470,85.88,1.51,0.85,0.85,26.84,30.8,23.33
10-09-2012,4470,82.38,6.61,0.86,0.84,26.78,30.33,22.76
11-09-2012,4335,87.75,13.81,0.87,0.85,26.59,30.16,23.53
12-09-2012,4250,90.19,31.87,0.91,0.88,26.32,28.91,24.38
13-09-2012,4250,87.75,3.44,0.88,0.88,26.44,30.14,23.59
14-09-2012,4270,86.94,0.15,0.86,0.88,26.41,30.12,23.4
15-09-2012,4270,90.06,1.19,0.86,0.87,25.33,27.39,23.62
16-09-2012,4270,86.19,0.55,0.85,0.86,25.68,29.65,23.26
17-09-2012,4300,84.25,1.03,0.85,0.85,25.75,29.39,22.53
18-09-2012,4430,82.44,0.53,0.84,0.85,25.42,28.94,22.17
19-09-2012,4430,79.44,0.24,0.84,0.84,25.55,28.98,21.3
20-09-2012,4430,80.38,17.23,0.86,0.84,25.95,29.64,21.99
21-09-2012,4470,74.75,0.21,0.84,0.84,25.95,30.29,22.08
22-09-2012,4320,66,6.33,0.84,0.84,26.44,30.62,21.46
23-09-2012,4320,69.56,0.81,0.83,0.83,25.77,30.3,21.21
24-09-2012,4470,69.69,0,0.82,0.82,25.15,30.2,19.48
25-09-2012,3920,78.38,0.18,0.82,0.81,24.24,29.15,19.99
26-09-2012,4130,73.69,0.15,0.81,0.8,23.72,29.19,18
27-09-2012,3800,71.81,0.01,0.8,0.8,24.15,29.52,18.55
28-09-2012,3700,72.75,0,0.8,0.79,24.34,29.96,19.12
29-09-2012,3700,71.19,0,0.79,0.78,24.98,30.26,20.03
30-09-2012,3700,68,0,0.78,0.77,24.99,30.58,20.34
01-10-2012,3500,62,0,0.78,0.77,25.27,30.97,20.84
02-10-2012,2900,61.12,0,0.77,0.76,25.43,31.41,21.44
03-10-2012,3035,60.25,0,0.77,0.75,25.43,31.45,20.67
04-10-2012,2850,62.69,0,0.76,0.74,25.33,31.82,19.31
05-10-2012,2750,61.38,0,0.75,0.73,25.11,31.76,18.91
06-10-2012,2930,59,0,0.74,0.73,25.62,31.54,19.75
07-10-2012,2930,59.69,0,0.73,0.72,25.62,31.19,20.74
08-10-2012,2800,61.81,0,0.73,0.71,25.13,30.4,20.43
09-10-2012,3000,60.31,0.03,0.73,0.7,25.84,31.5,21.81
10-10-2012,3020,56.06,0.01,0.72,0.7,25.1,30.73,21.07
11-10-2012,3050,52.62,0,0.71,0.69,24.72,30.44,19.71
12-10-2012,3030,51.44,0,0.7,0.69,24.84,31.19,18.45
13-10-2012,3000,50.75,0,0.7,0.68,25.35,31.93,18.03
14-10-2012,3000,52.31,0,0.7,0.67,24.99,30.97,18.27
15-10-2012,3000,56,0,0.69,0.66,25.26,30.64,19.18
16-10-2012,3000,61.31,0,0.68,0.66,24.29,30.24,18.05
17-10-2012,2970,60.06,0,0.67,0.66,24.38,30.42,17.98
18-10-2012,2930,59.19,0,0.66,0.65,24.56,30.78,18.08
19-10-2012,2950,66.94,0,0.66,0.64,23.94,31.01,18.38
20-10-2012,3120,67.19,0,0.65,0.64,23.75,30.69,18.03
21-10-2012,3120,67.25,0,0.64,0.63,23.9,30.18,18.2
22-10-2012,3140,65.94,0,0.63,0.62,24.75,30.34,19.66
23-10-2012,3180,64.25,0,0.62,0.62,24.4,30.68,18.31
24-10-2012,3180,64.44,0,0.62,0.62,22.28,29.32,16.66
25-10-2012,3180,58.31,0,0.61,0.62,19.8,28.51,13.37
26-10-2012,3000,54.06,0,0.6,0.61,19.59,28.34,13.71
27-10-2012,3075,57.69,0,0.59,0.61,19.42,28.57,12.52
28-10-2012,3075,54.75,0,0.59,0.6,20.59,29.7,13.99
29-10-2012,3135,53.06,0,0.59,0.6,21.24,29.99,15.01
30-10-2012,3130,54.19,0,0.58,0.59,20.93,29.09,15.9
31-10-2012,3130,57.81,0,0.58,0.59,20,28.59,14.7
01-11-2012,3130,59.19,0,0.57,0.59,19.2,28.2,12.63
02-11-2012,3150,62.38,0,0.57,0.59,18.42,27.42,11.94
03-11-2012,3135,59.69,0,0.56,0.59,17.73,26.21,11.68
04-11-2012,3135,56.44,0,0.56,0.59,17.8,26.33,11.33
05-11-2012,3150,55.31,0,0.56,0.58,19.55,26.82,15.44
06-11-2012,3130,48.69,0,0.55,0.58,20.25,27.51,15.61
07-11-2012,3140,39.75,0,0.55,0.58,21.05,27.61,15.4
08-11-2012,3250,39.44,0,0.55,0.57,21.65,28.89,13.75
09-11-2012,3200,42.25,0,0.55,0.57,21.44,29.07,13.58
10-11-2012,3250,43.69,0,0.54,0.57,21.23,28.63,13.8
11-11-2012,3250,49.25,0,0.54,0.56,20.84,29.34,13.92
12-11-2012,3250,50.06,0,0.53,0.56,20.8,29.3,14.87
13-11-2012,3250,55.69,0,0.53,0.56,19.94,29.23,12.87
14-11-2012,3250,53.06,0,0.53,0.55,19.83,28.63,13.89
15-11-2012,3250,43.81,0,0.52,0.55,19.67,27.93,13.86
16-11-2012,3170,45.38,0,0.52,0.55,18.21,27.42,11.26
17-11-2012,3160,41.75,0,0.52,0.55,18.48,26.86,12.93
18-11-2012,3160,42.62,0,0.52,0.55,19.06,27.6,12.73
19-11-2012,3240,51.25,0,0.52,0.55,18.4,27.41,11.87
20-11-2012,3190,53.69,0,0.52,0.55,17.74,26.27,12.03
21-11-2012,3155,49.06,0,0.52,0.55,18.01,26.19,12.16
22-11-2012,3200,50.75,0,0.52,0.54,17.87,26.95,11.23
23-11-2012,3170,48.75,0,0.52,0.54,18.45,27.43,11.76
24-11-2012,3170,47.62,0,0.51,0.54,19.18,27.69,12.44
25-11-2012,3170,52.25,0,0.51,0.54,18.29,27.44,11.09
26-11-2012,3135,53.75,0,0.5,0.54,17.28,26.54,10.76
27-11-2012,3170,49.19,0,0.5,0.53,17.37,26.79,11.1
28-11-2012,3170,48.75,0,0.49,0.53,18.17,27.63,10.87
29-11-2012,3200,52.19,0,0.49,0.53,18.48,28.44,11.33
30-11-2012,3200,54.69,0,0.48,0.53,16.11,25.77,9.78
01-12-2012,3120,51.31,0,0.48,0.52,14.28,24.13,6.68
02-12-2012,3120,49,0,0.48,0.52,15.22,24.86,8.34
03-12-2012,3200,50.12,0,0.48,0.52,16.44,25.84,10.08
04-12-2012,3050,53.12,0,0.47,0.52,17.62,27.62,11.08
05-12-2012,3040,54.31,0,0.46,0.52,18.01,25.55,13.1
06-12-2012,3130,48.06,0,0.45,0.52,19.3,27.48,13.01
07-12-2012,3130,47.38,0,0.45,0.52,20.01,29.16,13.61
08-12-2012,3120,47.12,0,0.44,0.52,20.83,29.4,14.48
09-12-2012,3120,51.12,0,0.43,0.52,19.06,27.92,12.98
10-12-2012,3135,49.19,0,0.42,0.52,18.87,27.19,13.05
11-12-2012,3135,45.81,0,0.41,0.52,18.87,26.96,13.42
12-12-2012,3150,51.38,0,0.41,0.52,16.8,25.73,9.87
13-12-2012,3200,50.5,0,0.4,0.51,16.88,25.16,8.73
14-12-2012,3200,45.88,0,0.39,0.51,18.81,26.24,13.01
15-12-2012,3230,59.81,0,0.39,0.51,17.51,26,10.37
16-12-2012,3230,62,0,0.38,0.51,17.98,26.73,11.08
17-12-2012,3200,57.88,0,0.38,0.51,16.83,24.88,9.97
18-12-2012,3270,53.12,0,0.38,0.51,16.84,25.55,9.62
19-12-2012,3250,50.19,0,0.37,0.51,15.7,25.23,9.08
20-12-2012,3200,32.69,0,0.36,0.51,15.29,24.65,8.26
21-12-2012,3200,29.12,0,0.35,0.51,14.81,24.8,7.72
22-12-2012,3170,32.19,0,0.35,0.51,14.62,25.07,7.49
23-12-2012,3170,33.56,0,0.34,0.5,14.33,25.67,5.75
24-12-2012,3230,37.31,0,0.34,0.5,13.65,24.75,6.24
25-12-2012,3200,34.06,0,0.34,0.5,14.09,23.56,8.05
26-12-2012,3200,35.19,0,0.34,0.5,14.19,23.81,7.68
27-12-2012,3185,36,0,0.33,0.5,14.38,25.07,6.03
28-12-2012,3170,33.38,0,0.32,0.5,15.97,26.81,6.51
29-12-2012,3200,44.12,0,0.32,0.5,15.54,25.08,8.3
30-12-2012,3200,48.25,0,0.32,0.5,14.01,22.61,6.9
31-12-2012,3170,51.25,0,0.32,0.5,12.74,21.24,6.51
01-01-2013,3170,47.31,0,0.31,0.5,12.69,22.33,6.16
02-01-2013,3195,41.31,0,0.31,0.5,11.54,20.82,5.05
03-01-2013,3230,38.56,0,0.31,0.5,10.12,20.3,3.05
04-01-2013,3220,36.75,0,0.3,0.49,11.01,22.01,3.18
05-01-2013,3150,35.38,0,0.3,0.49,10.51,20.82,3.3
06-01-2013,3150,34.06,0,0.3,0.49,9.01,18.9,1.37
07-01-2013,3220,30.44,0,0.3,0.49,9.63,19.69,2.5
08-01-2013,3120,27.06,0,0.3,0.49,11.9,22.55,4.14
09-01-2013,3150,26.38,0,0.3,0.49,13.72,22.99,6.14
10-01-2013,3135,31.19,0,0.29,0.49,14.7,24.83,5.8
11-01-2013,3135,35.56,0,0.29,0.49,17.87,26.8,9.65
12-01-2013,3100,32.19,0,0.28,0.49,18.95,28.35,10.75
13-01-2013,3100,50.75,0,0.28,0.49,18.86,28.55,11.33
14-01-2013,3100,46.19,0,0.28,0.49,16.07,24.77,8.72
15-01-2013,3135,41.88,0,0.28,0.49,17.49,27.02,9.44
16-01-2013,3130,44,0,0.28,0.49,18.21,25.7,11.08
17-01-2013,3170,44.31,0.67,0.28,0.49,19.1,28.03,11.7
18-01-2013,3170,56.94,1.09,0.31,0.49,14.86,21.99,8.94
19-01-2013,3200,44.69,0,0.3,0.49,11.95,20.88,4.94
20-01-2013,3200,33.44,0,0.3,0.49,10.57,20.33,2.52
21-01-2013,3150,33.19,0,0.3,0.49,10.44,20.69,1.92
22-01-2013,3190,29.25,0,0.3,0.49,11.06,21.36,2.65
23-01-2013,3075,27.69,0,0.29,0.48,12.02,22.57,3.94
24-01-2013,3170,27.69,0,0.29,0.48,12.45,23.01,5.36
25-01-2013,3130,31.38,0,0.28,0.48,11.58,21.57,4.26
26-01-2013,3130,28.62,0,0.28,0.48,13.07,23.08,4.38
27-01-2013,3130,25.88,0,0.28,0.48,14.9,24.19,7.39
28-01-2013,3135,21.75,0,0.27,0.48,16.05,25.45,8.98
29-01-2013,3130,22.12,0,0.27,0.48,16.51,25.62,8
30-01-2013,3185,29.06,0,0.27,0.48,15.55,24.28,7.7
31-01-2013,3170,41.31,0,0.27,0.48,15.51,24.08,10.43
01-02-2013,3170,49.06,0,0.27,0.48,17.83,27.04,9.94
02-02-2013,3180,35.88,0,0.27,0.48,18.77,27.53,12.37
03-02-2013,3180,38.38,0,0.27,0.48,18.38,27.48,10.95
04-02-2013,3180,48.38,0.9,0.27,0.48,19.43,24.25,15.01
05-02-2013,3190,58.56,2.24,0.34,0.48,19.34,26.25,14.51
06-02-2013,3180,44.25,0,0.34,0.48,16.36,25.11,8.87
07-02-2013,3200,39.56,0,0.33,0.48,13.74,23.4,6.08
08-02-2013,3180,40.06,0,0.32,0.48,12.89,22.77,4.27
09-02-2013,3140,34.88,0,0.31,0.48,14.27,24.76,5.02
10-02-2013,3140,32.62,0,0.3,0.48,17.06,27.8,7.62
11-02-2013,3200,35.25,0,0.3,0.48,18.28,28.12,10
12-02-2013,3140,55.38,1.02,0.32,0.48,19.17,27.7,12.87
13-02-2013,3100,62.31,0.04,0.32,0.48,20.26,28.78,13.42
14-02-2013,3125,44.69,1.93,0.32,0.48,21.8,29.94,14.15
15-02-2013,3125,59.5,3.51,0.41,0.48,21.41,28.87,16.37
16-02-2013,3200,62.06,2.91,0.5,0.49,17.33,23.87,11.68
17-02-2013,3200,62.12,0,0.47,0.49,14.85,22.98,8.42
18-02-2013,3135,54.25,0,0.45,0.49,15.48,24.52,7.71
19-02-2013,3170,46.25,0,0.42,0.49,16.83,25.94,9.76
20-02-2013,3200,45,0,0.4,0.48,17.22,26.34,9.51
21-02-2013,3230,44.31,0,0.38,0.48,19.42,29.54,10.19
22-02-2013,3220,45,0.54,0.36,0.48,21.99,32.03,12.14
23-02-2013,3170,43.75,0.25,0.36,0.48,22.09,30.06,14.99
24-02-2013,3170,52.31,0,0.35,0.48,18.17,26.25,11.49
25-02-2013,3270,45.31,0,0.34,0.48,18.5,28,9.88
26-02-2013,3220,38.69,0,0.33,0.48,21.09,32.48,10.95
27-02-2013,3185,29.38,0,0.31,0.48,20.9,31.02,12.54
28-02-2013,3235,26.38,0,0.3,0.48,18.67,28.81,10.4
01-03-2013,3230,25.81,0,0.29,0.48,18.23,29.73,8.64
02-03-2013,3230,22.81,0,0.27,0.48,19.91,32.2,10.08
03-03-2013,3230,18.75,0,0.27,0.48,22.05,32.76,12.73
04-03-2013,3230,15,0,0.25,0.48,23.06,33.52,14.06
05-03-2013,3230,20.38,0,0.24,0.48,22.41,33.84,12.78
06-03-2013,3240,20.38,0,0.23,0.48,23.49,33.73,15.02
07-03-2013,3290,19,0,0.23,0.48,23.44,33.62,13.99
08-03-2013,3300,15.88,0,0.22,0.48,25.22,34.54,17.08
09-03-2013,3390,18.62,0,0.21,0.48,25.59,35.84,15.67
10-03-2013,3390,20.44,0,0.2,0.47,25.23,35.05,17.45
11-03-2013,3390,20.25,0,0.2,0.47,24.51,33.36,15.3
12-03-2013,3400,16.31,0,0.19,0.47,26.67,35.37,19.1
13-03-2013,3550,17.44,0,0.19,0.47,25.9,36.29,16.17
14-03-2013,3520,25.06,0,0.18,0.47,24.69,33.46,16.61
15-03-2013,3530,27.56,0,0.17,0.47,23.93,32.27,15.33
16-03-2013,3500,38.31,2.36,0.21,0.48,23.51,32.86,14.86
17-03-2013,3500,43.38,0.7,0.28,0.48,23.92,32.3,15.25
18-03-2013,3485,23.06,0,0.27,0.48,26.3,34.07,17.94
19-03-2013,3450,19.56,0,0.25,0.48,27.42,35.56,17.78
20-03-2013,3480,20.69,0,0.23,0.48,27.41,36.97,19.2
21-03-2013,3465,17.88,0.04,0.22,0.48,26.58,36.33,17.08
22-03-2013,3470,23.25,0,0.21,0.48,26.15,34.95,18.51
23-03-2013,3520,24.38,0,0.2,0.47,26.83,36.21,17.3
24-03-2013,3520,24.94,0.03,0.2,0.47,27.08,35.51,19.36
25-03-2013,3500,21.38,0,0.19,0.47,24.69,34.08,15.53
26-03-2013,3500,26.5,0,0.19,0.47,24.67,33.4,16.22
27-03-2013,3500,20.62,0,0.18,0.47,27.38,36.16,19.68
28-03-2013,3500,25.56,0.37,0.19,0.47,27.41,35.3,19.4
29-03-2013,3500,31.56,0.03,0.19,0.47,25.4,33.23,17.67
30-03-2013,3580,32,0,0.18,0.47,25.39,33.94,17.22
31-03-2013,3580,26.62,0,0.18,0.47,26.86,35.61,19.04
01-04-2013,3595,20.81,0,0.17,0.47,28.39,37.24,18.08
02-04-2013,3530,19.56,0.07,0.17,0.47,29.71,38.68,21.48
03-04-2013,3530,26.19,0.14,0.17,0.47,27.73,35.43,19.55
04-04-2013,3630,26,0,0.16,0.47,27.64,35.62,19.42
05-04-2013,3820,18.56,0,0.16,0.47,27.83,36.91,18.65
06-04-2013,3840,13.56,0,0.16,0.47,28.36,38.96,17.82
07-04-2013,3840,16.5,0,0.16,0.47,29.06,38.5,19.95
08-04-2013,3920,17.31,0,0.15,0.47,29.02,37.68,20.53
09-04-2013,3970,22.19,0,0.15,0.47,30.03,38.98,20.1
10-04-2013,4000,28.75,0,0.14,0.47,30.37,37.79,22.87
11-04-2013,4000,20.81,0,0.14,0.47,28.68,36.84,20.9
12-04-2013,4070,23.19,0,0.14,0.47,29.44,37.82,20.59
13-04-2013,4000,25,0,0.13,0.47,30.29,38.69,21.37
14-04-2013,4000,20.25,0,0.13,0.47,30.91,39.11,21.58
15-04-2013,3995,18.06,0,0.13,0.47,30.96,39.69,22.05
16-04-2013,3935,17.69,0,0.13,0.47,31.84,40.8,22.73
17-04-2013,3900,21.06,0,0.12,0.47,31.44,39.52,23.21
18-04-2013,3870,26.88,0.16,0.12,0.47,30.17,37.32,23.55
19-04-2013,3870,17.75,0.16,0.13,0.47,30.17,38.02,21.62
20-04-2013,3885,24.56,0.44,0.14,0.47,30.32,37.44,22.76
21-04-2013,3885,30.38,1.84,0.19,0.47,30.38,37.11,22.5
22-04-2013,3945,30.25,0,0.2,0.48,30.87,36.91,24.47
23-04-2013,3945,27.56,0,0.2,0.47,31.35,37.38,24.32
24-04-2013,3900,27.69,0,0.19,0.47,31.47,36.7,25.12
25-04-2013,3900,27.62,0.21,0.18,0.47,33.14,39.45,26.58
26-04-2013,3985,25.06,0.01,0.18,0.47,33.12,40.44,25.98
27-04-2013,3985,24.69,0,0.17,0.47,32.55,40.05,24.28
28-04-2013,3985,25,0,0.16,0.47,32.72,40.25,24.43
29-04-2013,4025,22.88,0,0.16,0.47,33.73,41.62,24.58
30-04-2013,3900,23.88,0,0.16,0.47,33.91,41.19,26.01
01-05-2013,3930,12.69,0,0.15,0.47,32.9,41.19,24.5
02-05-2013,3900,8.88,0,0.14,0.47,31.27,40.35,21.86
03-05-2013,3785,8.94,0,0.14,0.47,32.14,41.71,21.84
04-05-2013,3870,20,0,0.13,0.47,33.98,42.51,25.27
05-05-2013,3870,20.38,0,0.13,0.47,34.85,42.74,26.8
06-05-2013,3850,18.31,0,0.12,0.47,34.4,42.07,25.86
07-05-2013,3920,14.62,0,0.12,0.47,34.92,43.61,25.23
08-05-2013,3900,19,0,0.12,0.47,35.17,43.15,26.8
09-05-2013,3940,14.94,0,0.12,0.47,34.08,41.9,26.19
10-05-2013,3925,19.5,0,0.12,0.47,33.65,41.07,26.58
11-05-2013,3930,21.88,0.17,0.12,0.47,32.85,39.79,26.08
12-05-2013,3930,27.75,0.55,0.13,0.47,32.54,38.69,25.73
13-05-2013,3930,26.25,0.04,0.14,0.47,32.35,39.45,24.72
14-05-2013,3925,20.19,0,0.14,0.47,34.15,41.47,26.38
15-05-2013,3970,19.31,0,0.13,0.47,35.57,43.4,27.2
16-05-2013,3970,17.56,0,0.13,0.47,36.4,44.5,27.14
17-05-2013,3930,18.5,0,0.12,0.47,36.61,44.92,28.07
18-05-2013,3900,17.38,0,0.12,0.47,36.86,44.98,28.64
19-05-2013,3900,13.69,0,0.12,0.47,36.95,45.4,28.45
20-05-2013,3930,15.31,0,0.12,0.47,37.03,44.77,28.81
21-05-2013,3930,14.31,0,0.12,0.47,36.78,44.9,29.25
22-05-2013,3920,13.25,0,0.12,0.47,35.67,43.26,28.11
23-05-2013,3930,18.56,0,0.11,0.47,35.48,43.65,26.84
24-05-2013,3870,22.69,0,0.11,0.47,37.01,44.4,29.16
25-05-2013,3880,25.62,0,0.11,0.47,36.26,42.95,29.38
26-05-2013,3880,31.62,0,0.11,0.47,34.4,39.62,28.83
